index,text
711,"My cataract surgery with Dr. Hamilton was a total success! You may think, well, cataract surgery is very routine, so why are you so excited about that? Mine was anything but routine, since it involved removing a previous lens implant, and exchanging it for a new lens implant. I was referred to him by another ophthalmologist, who declined to do it himself, as it was not his area of expertise, but who told me that implanted lens removal and replacement was something that Dr. Hamilton, who had extensive experience with this procedure, could perform well.

Why would I need an implanted lens exchange? It's a long story, but the issue related to my ten year adaptation, and satisfaction with, ""monovision"" (one eye used for far vision, the other for near vision), but a real need for cataract surgery.  The monovision had been working well by using a contact lens in my right eye for correcting myopia, so I could see at a distance, and no correction in my left eye (since I was also myopic in that eye, it was great for near vision). When diagnosed with cataracts in both eyes, I wanted the new lens implants to match what I had experienced with monovision, so that glasses for either reading or distance would be unnecessary.

I informed a previous ophthalmologist (not the one who referred me to Dr. Hamilton, but another ophthalmologist), of my desire for monovision to be maintained after the needed cataract surgery. This other ophthalmologist performed cataract surgery in my left eye, my non-dominant eye, which was the eye I had been using for near vision for over 10 years. My right, dominant, eye only had been used for far vision over the same time period. 

Unfortunately, the lens implant done by this previous ophthalmologist was not for near vision, but for something in between near and far vision. The bottom line was that I could not read comfortably (without squinting and holding the reading material far away, which is hard because I'm a short person with very short arms). Now, I had to use my right, dominant eye, for reading, since the lens implant was only in my left eye, and use my left eye, with the new lens implant, for far vision. Since I had been successfully adapted to monovision using the opposite eyes for over 10 years, this was also very uncomfortable. In addition, the left eye was not fully corrected for far vision (somewhere in between near and far vision), so it was not safe to use for driving, etc., although that's what I was trying to do to adapt to the situation, at least on a temporary basis. 

The solutions offered by the previous ophthalmologist who performed cataract surgery in my left eye were to (1) do a lens implant in the right eye for near vision (so at least one eye would be good for near vision, even though it would be the dominant eye, which is not the best practice for near vision), and use a contact lens to see at a distance with the left eye. This solution would be the opposite of what I had been adapted to for over 10 years, and would required ongoing external correction (contact lens); (2) A second option was to reverse this, and do a far vision implant in the right eye, and add a ""piggyback"" implanted lens in the left eye, to enable near vision in the left eye, and far vision in the right eye. This solution would at least be compatible with my 10 years of visual adaption to monovision; (3) I was told that removing the implanted lens from the left eye, and replacing it with one which allowed for near vision, was not an option, although this seemed like the best solution to me.

That's when I went to see Dr. Hamilton for a second opinion, who successfully removed the previously implanted lens in the left eye, and exchanged it for a lens that provided near vision, allowing for comfortable reading. Based on my great experience with Dr. Hamilton, I have already scheduled cataract surgery for my right eye for far vision, and am completely confident that he'll do it right (the first time)!"
712,"I had a TERRIBLE experience at Medspring. 

After getting a cold sore in my nose, my eye had begun to burn and water severely. I wanted to make sure the virus hadn't spread to my eye. The eye in question looked normal but the burning and stinging had gotten progressively worse throughout the day. I wanted to take the proper precautions and catch any infection early so I went to Medspring since my regular doctor was closed. 

The receptionist was nice enough. Within a few minutes of arriving, I was led into a room, and the doctor came in less than 10 minutes later. Then things started to go downhill. I explained my situation to the doctor; he looked at the cold sore in my nose and then at my eye. Then he said, ""Well your eye looks completely normal,"" and stared at me blankly. I told him I understood this, but that it was really burning badly and very uncomfortable. He told me he wasn't an eye doctor and there was nothing he could do: ""All I can tell you is what I see, and I don't see anything."" Silence again. I continued to ask him questions, and he kept giving me the same response: ""I'm not an eye doctor so I can't really tell you one way or another."" That extremely helpful and detailed advice cost me $100. I get that Medspring doctors are general practitioners, but I was talking about COLD SORES. One of the most common viruses EVER. Granted, he did prescribe me a refill for Valtrex after lamely telling me again there was nothing he could do. 

Next time, I'll stick with WebMD until my doctor's office opens on Monday."
713,"I went there for a botox between my eyebrows. Dr. Mark Goldsmith doesn't look like he knows what he's doing. He got the instruction sheet he kept lookingback and forth on it and injecting. It was very painful & lots of blood came out from the injection sites and it took him 45min. I have had botox before somewhere else, all it took was 5 min. Dr. Goldsmith was very unprofessional and doesn't know what he's doing and his hand was shaking during the procedure. I was very uncomfortable. I would definitely NOT recommend!!"
714,"My husband and I met Dr. Rob at a Newton business fair last fall. We thought he was a little weird then, just kept talking at us and not to us, but we shrugged it off. 

 In Dec 2010 I finally made and appointment because I've been experiencing a lot of back pain. 

My husband and I arrived at the office and as it was Christmas were greeted by holiday decorations and a big flatscreen TV showing Bible quotes and quotes about how chiropractic is better than surgery etc. To say the video was poorly made, is putting it mildly. The video just kept playing the same slides with this awful font that I found imposing and somewhat hostile. 

Not to mention that I think having so much religious propoganda in a public business, a doctors office no less, is incredibly inappropriate.

My husband asked if I wanted to leave, but we decided to continue on anyway since I was there and it's not easy for me to take time off during the day--something Dr. Rob continuously seemed to ignore whenever we tried to schedule appointments.

So my first appointment began and it was awkward. Dr. Rob threw out a whole bunch of mumbo-jumbo and talked at us. He took x-rays, felt my spine etc, and then after an hour or so said we were done as he needed to look at the x-rays and we needed to schedule another appointment. 

I was annoyed as he led me to believe we'd be doing some actual work towards relieving my pain.

Anyway, my husband ended up the same day getting an appointment at another Chiropractor's office and we decided to compare experiences. His was MUCH better. So I canceled my next appointment with Allasso and requested that they forward all of my medical records and x-rays to this other office.

A few days later Dr. Rob called my husband asking why I was not going to come back and he explained that the video made me very uncomfortable. Dr. Rob then admitted he had gotten complaints about it before and then asked if my husband was going to be canceling his appointment as well. He said yes, and then Dr. Rob immediately told him he needed a credit card # to pay some balance that our insurance wouldn't cover because it didn't meet the deductible. It sounded very strange so we called our insurance and they said that a claim had never been submitted.

I explained to Dr. Rob that he needed to send me a formal invoice and needed to submit the information to my insurance regardless of whether or not they cover it. 

He emailed me an invoice. I requested a mailed hardcopy, which I never received.

Finally about 2 weeks ago I got a claims summary from my insurance and they are covering the majority of the balance that Dr. Rob wanted me to pay by credit card.


I still haven't received my medical records or the x-rays."
715,"I will never be returning!!! The front desk is very nice, Jasmine. The doctor never got to know me as a patient. I can't remember his name and he isn't in any of the pictures. He never asked how I felt and why. He said we need to treat you 2x a week because your spine isn't good. Showing me what a spine looks like.  He also never asked what I wanted. Just said things to me. It was very clear, that his job is to get sell a package of appointments, following the company guidlines. Like a monthly subscription. I think The Joint is a very shitty place to get any wellness treatment. You talk about wellness everywhere but only offer Adjustments without preparation. Which is very uncomfortable. That coupled with your horrendous business model, I will never return. All you have here is a turn and burn operation. You are the McDonalds of Chiropractics! Dont get your adjustment at McDonalds."
716,"Aspen Dental of Natick is a total scam! Please read this and other Yelp reviews before they rip you off too! 
    At my 1st appointment the hygienist checked my gums for pockets and refused to clean my teeth. She aggressively pressured me to get a deep scaling and purchase costly oral hygiene products. I told her I had good oral health six months earlier with my previous dentist. She began badmouthing my prior hygienist's work and said my gums were rampant with bacteria and that I had severe bone loss. 
    I told her I just wanted a regular cleaning that was covered by my new insurance but the hygienist insisted that would spread bacteria and was against ADA guidelines. I was naive and assumed the hygienist was honest and ethical. I let fear take over and scheduled a longer appointment. 
    Then the hygienist ushered me to the business manager who quoted me $1,438 at which I baulked (as I usually paid $105 for routine cleanings.) I inquired about my insurance and was told scaling wasn't covered but they'd give me a ""discount"" to bring it down to $880 and then they set me up on a payment plan. 
    Well, I had the deep scaling procedure. Then I returned a few months later for a routine cleaning and the hygienist again refused to do it and she used the same aggressive sales tactics. When I objected, she humiliated me by raising her voice within earshot of other patients and staff stating I had bacteria and gum disease and needed another deep scaling. I suspected I had been duped and told her she made me very uncomfortable. I left without being treated and Aspen Dental never contacted me after that. 
 I recently returned to my original dentist and they confirmed the scaling Aspen did was unnecessary and that my gums are healthy! I suspected this all along that Aspen's hygienist lied! I feel so gullible, fleeced and outraged. After reading these other yelp reviews, I've learned that Aspen Dental of Natick is conning other innocent people into unwarranted and over-priced dental procedures while giving the dental profession a terrible reputation. I want to warn everyone to stay away from Aspen Dental!"
717,I recently came in to have a routine checkup. What really bothered me is how inept the x ray technician was. She took over 20 minutes to take my x rays and the entire time was confused and wasn't sure what she was doing. She kept shouting for a fellow coworker to come by and show her how to use the equipment. Maybe I'm being paranoid but it bothered me how many x rays she ended up taking and I was subjected to. The entire time she was doing this she failed to place the bitewing in my mouth correctly so it was very uncomfortable. All the while she kept telling me how annoyed she was and sighing. The dentist was friendly enough but I did feel like I was being pressured to buy things. Like a used car salesman. The dental hygenist was a little rough with me but I don't really have any complaints because that comes with the cleaning I guess. Overall I won't be coming back. I think I got enough radiation for a lifetime.
718,"I had Sclerotherapy this past May done on my legs for 15 minutes. I'm 36 and they got worse the last 4 years. I didn't like to wear shorts. They look amazing now! I have just a couple of them left that are noticeable in the worst area. I will be going back again in the fall to get some finishing touches. In terms of pain. If you've ever had acupuncture it's like that. Very light prick. The worst part was wearing the stockings. I'm not a fan. Very uncomfortable. I couldn't wait to take them off every night. But that's only for 7 days. I do recommend this place. The Dr. and nurses, down to the receptionist are professional and friendly."
719,"I have to agree with another review of this place charging WAY too much and only going there if a child is critically ill.  

I had to take both my sons there because they were too young to go to another hospital.  The first visit we were at the ER and they wanted to keep my son for observation.  The ER was great.  The problems started when we got upstairs.  Everytime the monitor beeped no one bothered to come in.  I actually had to ask if anyone was going to come in or tell me how to shut it off so my son could sleep.  They tried to give us expired formula.  The room is horrendous for parents who have to stay with infants very uncomfortable.  The shower was cold. 

Now the medical part.  We told the doctors that our son quits breathing normally.  They hooked him up to monitors the first night.  The next day they said he was fine.  I told them he didn't eat much because he was tired.  If he were to breath abnormally it would be the second night.  The doctor refused to use the monitor again.  They also wanted to test him for reflux.  We were told if we stayed another night they could get him in the next day.  Otherwise, they didn't know when they could get him in.  So we stayed another day.  It was a sleeping room that night.  No one came in all we did was sleep there.  He was supposed to be scheduled first thing in the morning.  Then they told us 10 AM.  Then they came in to tell us to feed him because it would be that afternoon.  We found out they were taking in non-emergency cases while we sit in our room waiting!  They finally did get him in late that afternoon.  After that we were told we could leave.  Well no one came in and I knew that at 6 pm they make there final rounds.  It was almost 6 pm when I had to ask if someone was coming in.  They told us we couldn't leave because the doctor who was supposed to read the EKG report that day didn't read the report and they didn't want to release us. My husband and I are normally patient and do not cause a big stir, but we both had enough at this point.  My husband told them we were leaving regardless if that report was read or not.  The rounds doctor came in to convince us to stay, but we were firm on leaving.  We left, but found out the next day.  They didn't do the EKG right.  We had to go to St. David's to have it done because we refused to step back in to Dell.  


When my second son was born, he ran a 102 fever.  Our doctor insisted he go to Dell.  Both my husband and I gritted our teeth and took him to Dell.  We got to the ER and once again they were very nice and quick.  We fought them about keeping our son for observation due to our experience last time.  The doctor insisted that we stay in case it was meningitus.   He said 1 night would be enough to tell and they could start antibiotics.  My husband hated that place so bad he was refusing to stay.  The ER doctor ended up calling our pediatrician to convince us to stay.  So, I stayed with my son in the hospital.  When I got upstairs they said it would be 2 -3 days.  I told them I WAS leaving the next day unless that test showed something.  The nurse who came in to give him antibiotics left the needle wrappers all over me and the cot.  They never checked his name to see that it was the right patient.  He was fine the next day.  They told me the test didn't show anything, but a couple of hours later I had to ask to get the paperwork to leave. It is like they forgot.   What amazed me the most was that I walked out with my child and no one bothered to check my name or anything.  I would have thought someone would have acknowledged me leaving or something, but no.  I never left him alone in the room so I never left the room for 24 hours.  I didn't know any of the staff except the ones that came in.  They didn't know me and didn't seem to care.  I could have been anyone just walking in off the street and stole a child.  It is that easy there.  The staff acted like teenagers working at the mall more interested in gossiping then working.  

As for the doctors clowning around, we did not have that experience.  We were charged $1250 both times with insurance.  I am not real sure how they justify that since we stayed 2 nights the first time and needed more attention.  The second son all they did was put a needle in his arm and antibiotics every 6 hours or so.  We did not recieve quality care or get attentive nurses/doctors.  It was a horrible experience and definitely do not recommend to anyone.  If you can take your child someone else, go somewhere else."
720,"Based on Dr. Pham's other (great) reviews, it seems I caught her on bad days. Both of my appointments have been rushed and impersonal. While she seemed very knowledgable, she did not take the time to talk to me at all or give me a chance to ask questions. She was hasty in my exam, which was very uncomfortable. 

On a positive note, both receptionists and the nurse I saw were all professional, personable and kind."
721,"I've been a patient at Sage Dental for two years now and they are the best. I really like that I'm never pushed into getting any treatment I don't absolutely need immediately. I've had dentists who do that and it makes me very uncomfortable. I love getting my teeth cleaned there! The hygienists are always awesome and do a great job. Each Dr I have seen has been wonderful. Once I had to have two fillings replaced and when it came time to get my shot (which I despise) the Dr did this thing with the side of my mouth, he vibrates it and I never even knew I had gotten the shot! Great dentists and great hygienists make this my go to for good! The office staff is always awesome too."
722,"I was referred to Mihail Rosca after hearing how wonderful he was at getting to the source of my friend's back pain. She said that after one session she felt a remarkable difference as his technique combined different forms of massage that gave her tremendous relief. I had been having bilateral pain in my IT bands due to redundant physical activity and the tightness that resulted was very uncomfortable.  I  had been going for physical therapy mostly for dry needling for quite a long time without great results. I contemplated getting a cortisone shot on each hip but instead I made a 90 minute appointment with Mihail and you can capitalize the ""t"" in Therapeutic massage. He uses a combination of Shiatsu, pressure point massage, deep tissue massage and sports massage. He understands the body and looks to get at the root of the problem and to put your body in balance and out of pain. The first massage was quite painful as Mihail worked on pressure points and at the same time manipulated my legs and after many repetitions the pain subsided and he went on to the next pressure point. I truly believe that the idiom ""no pain no gain"" exemplifies his technique and it is well worth pushing through the pain to get the relief
that he is able to achieve with his strong healing hands. I have now been to four sessions and feel remarkably better than I felt in a long time. He also gave me exercises that will enable me to continue to improve and I have every confidence under his guidance and care I will make a full recovery and be able to jog again, ride horses and feel good. Even though massage isn't covered by insurance though it should be since it can have far more therapeutic benefit  than physical therapy it is worth the cost because in the end it will enable me to stay active and feel good and that is priceless. I count my blessings and Mihail Rosca is one of them."
723,"I haven't experienced any problems with the staff, they are all very nice. Lach, however, is the only one I do not like. He is very rude, he does not greet you before shoving his hands in your mouth, instead of asking you a question like ""when was your last check up at the dentist?"" he asks the assistant ""when was his/her last check up at the dentist?"" only for the assistant to turn around and ask you the same question. 
I was there not long ago and he was extremely rude to one of the assistants, talking down to her and being extremely condescending. The assistant seemed a little lost (I think she was new) but the way he spoke to her was not a way that someone talks to an employee and especially not a way someone talks to an employee IN FRONT OF A CLIENT! Sitting in the chair, hearing the way he spoke to her made me very uncomfortable. It doesn't matter of she was new or simply having an off day, no one should ever be talked to like that."
724,"On July 13th I went with my son to Sage Dental. I was greeted by a nice staff who seem to be very kind and helpful. I was there for a basic cleaning of my teeth. I sat in the chair and waited. I was greeted by a military guy who was also kind and courteous. I explained that my gums have always been sensitive and that I am highly sensitive to hot and cold. I asked to make sire I am given a shot to num everything. He started with a blue gel that suppoed to num my gums. 

He insisted that the gel was very good and he would not hurt me. He started the cleaning and i was very uncomfortable. I could feel the cleaning tool. He started scraping my upper right tooth that holds my bridge. I was flinching in the chair and he kept saying im almost done. When he tried to continue i could not bear the pain and i would not let him continue.

He called yhe Doctor who Then came in and gave me shots. He continued looking at my bottom teeth to clean. He told me that the teeth had tarter and he recomened the orthadontist see me before he went any further.

My upper right tooth has been slowly hurting more and more each day since the cleaning attempt. I came to see the orthodontist who was very nice. She did not poke me with anything and told me she recommends the cleaning. I get a good feeling from her and I wish I had seen her first. I can feel a little hole in the roof of my mouth behind the tooth. I initially thought it was just because of the cleaning that it hurt s little bit. But now the tooth is starting to hurt. 

It's not my fault that my gums are sensitive. I have had this problem since I was a little boy. But I came in in for a cleaning and I now have a tooth ache. I'm calling first thing this morning. I'm not sure what to do now??"
725,"The office staff was rude, and my prescription was not correct.  The contacts prescribed were very uncomfortable.  Not only were they the wrong strength, they were the wrong size!

I tried to tell the doctor that my Accuvue Oasis for Astigmatism (which I've worn without problems for years) were my preference, and was told the doctor, not the patient, decides the type of contact to be prescribed.  So after several exams and trying different contacts the doctor likes that made it feel like my eyes were about to bleed, I cut my losses and went to Costco (where I got great service and the right prescription and lenses the first time, and for less money).    

I might as well have flushed the money I paid Eye Columbus down the toilet.  I don't care if they think they are trendy or something.  The service is horrible."
726,"Unfortunately the insurance that I have is the Medicaid for my children. The reason I say unfortunately is because unfortunately people judge you when you have that. The doctor here was very very sweet the male and female. Unfortunately most of your visit will be spent with different people there. I wish I could give different reviews for the doctor and the ladies that are sitting where you pick out your glasses. There's two young ladies with brown hair real then. They are very unhelpful you could tell by their face they don't like the job and don't bother asking them a question they'll make it look like you're bothering them and let it be known that they don't want to mess with you and you can wait for someone else just by the look on their face. Now let's talk about the reason I am only giving two stars to this place. There is a bigger woman that sits there next to those two girls she loves to stare at people as they're trying to pick out glasses and make you feel very uncomfortable. It's like you can't even think while looking at glasses or try them on or any of that without her staring at you or telling you which one she thinks you should get. As I was hurrying to pick out glasses for my child because I didn't want this woman's eyeballs on me anymore I overheard her telling her coworker about the way her body looks and I thought these comments were so unprofessional and I was not anxious to check out with her but it looked like the other two girls weren't going to help me so lucky me I get to stay with negative Nancy that's not her name but will just call her that. She sits on the desk that's closest to the glasses you can't miss her she's the one that stares at you the entire time you're in that area and as her two cents in even when you're not asking. I really wish I had a positive experience at this place because I've been here before in the past and I enjoyed myself but this time around I will not be going back because this woman made me feel so uncomfortable. Just a note for future customers only come here if you want to be oogled the entire time you are looking for a pair of glasses. I like to take my time On these things like glasses because they're going to be on your face for the next year, but unfortunately you cannot take your time here because there's someone rushing you and staring at you and telling you what they think you should get. You are not helpful lady please back up sit down and stop staring at customers and making them feel uncomfortable. Wait until somebody asked you a question to talk. Nobody wants your unsolicited advice."
727,"Fong Massage Therapy is an insult to massage therapy. I have never received such awful bodywork. Fong is very poorly trained, and the tables are made out of something like tin, which is very uncomfortable. She even burped in my face, as she was working on my shoulders, as I was sitting upright. I had heard that Kathy was good, so I made another appointment, but all she did was moan about politics, while I was trying to relax. Very unskilled, and I doubt she's had any formal training in massage. She was even worse than Fong, and very unpleasant. Not to mention, the old lady at the front of the office does a shakedown, as you're leaving to pressure you to leave a tip in their tip jar. This place is disgusting. I doubt they have any qualifications/licenses to be a legitimate massage therapy practice. Just awful. AVOID AVOID AVOID."
728,"I picked up my glasses yesterday, wore them for two hours and found the frames very uncomfortable.  As such, I attempted to return them in-store the next day for a refund.  I presented the glasses and receipt, and was told they could no do a return because the two  employees present ""didn't know how"".  I asked if I could go to a different store to process the return and I was told I could not.  I find this to be absolutely ridiculous, unacceptable as well as an unethical business practice."
729,This office is in network and Dr. Andrew Kim got good reviews. I tried calling the number listed in on my insurance and got transferred to a call center with the most horrible unpleasant people on earth who could answer no questions for me. They named the wrong dentist office upon answering. I asked to be transferred to the actual dentist office and they said they couldn't then asked me which city I wanted to talk to. The whole thing felt very uncomfortable.
730,"Although there is a very good hygienist there, and the staff is very nice, this is not a good dental practice, steer clear!  If you have to do something more than a cleaning, not so good.

First, I have been to a few dental practices here in Atlanta where the practice is named for a particular dentist.  But, when you make an appointment, or show up for your appointment, there is another dentist.  One whose name is no where listed and certainly one who you were not expecting.  In fact, it seems common that a dental practice advertises itself based on one dentist, who may have all kinds of accolades, but some independent contractor dentist (who may or may not be any good) is who comes into the exam room after you have few other choices--I mean, you cannot leave without paying an office visit fee..you cannot ask to see the other dentist without creating a strange and perhaps hostile environment for yourself.  So, in general, it is probably a good idea to ask for the dentist that you would like to see.  Do not just ask for an appointment.

Anyway...I do my best to take care of my teeth, so I believe that many dentists look in my mouth and see dollar signs.  One of my crowns broke in half and in such a way that was very uncomfortable.  I saw a dentist (some guy with a long, non-familiar name whose name is nowhere to be seen or remembered) who, instead of helping me, perceived me as being powerless and took advantage of my terrible situation.  He tried to bully me into pulling my tooth out and get an implant, instead of just fixing my broken crown.  I was given a quote for lots of money and a promise to deal with this tooth issue for many, many, many more months to come (your tooth is pulled and then there is a gap, and then it has to heal.  After which time, they insert a screw into your jaw and allow that to heal over before they install the implant..and you may still have problems like recurring abscesses-even though you don't even have a tooth there any more). When I asked about alternatives, he said that that was my option.

I was so upset at the prospect of having to have a tooth removed that I had to step outside to compose myself.  Outside the practice, I consulted with a few folks via phone, who after consoling me, recommended that I get a second opinion.  The staff knows the dentist to be aggressive and encouraged me to  make an appointment with Dr. Gordon because I would have received a better exam and recommendation.  To that, I say, ""Bull****!""  Her practice is in the business of making money unethically.

I then went to a respected endodontist who recommended re-cleaning the original root canal and re-crowning.  This option is a lot less invasive, and certainly less expensive (although not inexpensive by any means) and will be more quickly resolved than the ultimatum of the mystery-named dentist at Gordan Family Dentistry (he is not listed on their website, I am not even sure he is a dentist).

In addition to this awful experience, I have also had to call them multiple times regarding the bill for that visit, during which time the dentist did not help me and made things very frustrating and time-consuming for me.  They charged me over $96.  My insurance paid $75 and I paid the difference on time.  They are still sending bills trying to receive payment from the portion that my insurance company paid almost 3 months ago.  

I called them on it and they told me that the insurance company sent the check to me (of course, they submitted the claim to my insurance company and indicated where the payment should be sent).  I never received any check, and I suspect fraud by this company so I did not believe them.  It looks like they caused a billing issue on my end that would require me to pay them the entire $96 (lest I receive a ding on my credit report and have a creditor harassing me).  Then, they would receive a check for $75 from the insurance company. In the end, I would have overpaid $75, and I would get a credit with them (places like this do not issue checks for their  billing ""mistakes"") to use against any services that I receive from them.  They deceive me, I pay cash and they return lousy dentist credit.  Sounds like a game to me.  Now, I have to call my insurance company to sort this out.  I have never had a payment issue like this before.

Very dishonest company.  I know that they have an international client-base.  I hope they are not using these tactics to defraud people who may have few resources or language barriers."
731,"Customer service was deplorable... employees are extremely rude....and the facility is so dirty, smelled of cigarettes, unsanitary-

My experience has been a nightmare, From the start, it seemed shady...unprofessional. They didn't explain options and pricing clearly.  On a piece of paper, he made a hand-drawing to explain options, scheduling, pricing. It was so confusing- it felt like he was making it up as he went. Of course, the whole time, trying to sell me more expensive services. I felt so pressured. It was very uncomfortable. 
Because I am an on-call Midwife, I had to cancel an appointment and asked that an exception be made, they still charged me $100 to cancel my appointment. Eventually I got him to agree to a $50. charge. This employee (owner?)  his behavior is borderline abusive, very rude, very crude. I couldn't believe how disrespectful he was. And although I have 1 more appointment left on the package I purchased, I have decided to not go. I am done with this company--No more."
732,"I didn't have a good experience at this dentist. I arrived early for my appointment expecting to be seen on time, but I ended up having to wait an extra 30 minutes before even going inside. Once I sat down in the chair I had to wait another 20 minutes and the environment was very uncomfortable. When they got started, one hygienist asked another if she was able to take my Xrays. She responded stating ""I am not sure how but I will try and ask you if I have any questions."" She ended up not being able to figure it out and the other hygienist had to take over. Given that I am only able to get Xrays every given number of years this was extremely stressful and made me want to leave and go somewhere else. The dentist himself was the only pleasant part; he answered all my questions and made conversation with me. After he left, he had the hygienist do the cleaning. The entire cleaning lasted 5 minutes at the most. She didn't floss or brush my teeth or remove any plaque (which is very important because I have a metal bar on the back of my teeth). The reason I was there was for a routine cleaning, so I was extremely confused about why they skipped over this part of the visit. The ladies at the front desk were very nice on my way out, but overall this was definitely the worst dentist experience I have ever had. I would like to hope that it isn't always like this and I just had a rare bad experience, but unfortunately, I will not be going back to this office."
733,"I did not have a large selection when choosing, I was trying to find someone fast around the holidays. He works out of his house, that was not so comfortable. He is a meak thin man and speaks so soft that it is very hard to hear him and you constantly have to ask him to repeat. I went to him for ADD meds since in Texas you have to go to a Psychiatrist. I did not like him from the first visit and I felt very uncomfortable. He also asked me about my childhood sexual abuse, which it had nothing to do with my ADD I was there for.
Some times we would sit there in silence....I was unsure what to say or do...When he asked ""How are things""?...If I told him something that wasn't good or bothering me, he would not offer any advise or say anything,,,we just sat there looking at each other.
He will not call or give reminder notice. For someone with ADD memory problems this is NO HELP! But he sure will call you after you miss and charge you for missing the appointment! 
Even though he charged the insurance $200.00 for about 5 minutes to write the perception, and me a $20.00 co pay. At that rate per person you think he could get an assistant, Not paying office space, and the 5 minutes appointments back to back...what the hell..???
In the end I only continued to go because I could get in and out in under 10 minutes with my prescription in hand. ****If you do need real help go elsewhere.
*** And who the hell is Andrew G?? really are you real? or an paid actor?***"
734,"I switched my dental insurance just so I would never have to go to this place again. This happened in summer 2014, but I was reminded to write this review when I received advertising from BrightNow that I didn't sign up for. 

The dental hygienist made inappropriate and unprofessional comments about me and my appearance repeatedly throughout the visit. She made me very uncomfortable.

First she assumed, without asking, that I was a college student, and asked me what my major was (I'm 23/female, and a full-time computer engineer at a major tech company just blocks from the dental office). It took several tries to get the idea across that I am an adult with a career. She made repeated comments about how ""young and pretty"" I looked. Excuse me? That's not an appropriate thing to say to the woman whose gums you're scraping. 

Apparently she still didn't get the memo that I am an adult, because she proceeded to treat me like a child for the rest of the visit. I admitted I need to floss more after seeing the beginnings of a cavity in my Xrays. For the rest of the visit, she pressured me about flossing in an extremely condescending way. I had told her several times that I understood and would be flossing more.  She came back with a book showing the progression of gingivitis and practically shoved it in my face, pointing out the pictures, even after I told her I'd gotten the point and it wasn't necessary. For the record, I have been flossing more, but all I needed to see was the X-rays; I didn't need to be treated like a petulant 5 year old who refuses to brush her teeth. 

Oh, and the technology was ancient. Ugh."
735,"I went here to get my teeth looked at, I needed on pulled, they wanted to pull another and do a root canel and they gave me a flip which didn't fit right, very uncomfortable.. they dentist said"" let's fit you before the tooths comes out?? i dunno why... flipper I got didn't fit really, very uncomfortable.. i rather go without and SAY GOODBYE TO $500 I had to pay in credit card... THANKS FOR NOTHING... BAD PICK, DON""T GO THERE.. RIP OFF SCAMS.."
736,"Dr. Vargas is extremely knowledgeable. She was able to treat me when I suffered from a corneal ulcer. But I went through a TERRIBLE experience with her staff. They are unprofessional and did not seem to comprehend my order for my contacts. 

I went through an excruciating long process with her staff to get my contacts ordered. It took 2 months and a half to finally get my contacts. Not only that but they ended up giving me an incomplete box for my left eye. 

I just placed an order myself for a new pack of contacts through 1-800-CONTACTS. I wanted to switch brands because the ones given to me by Dr. Vargas staff were very uncomfortable. 1-800-CONTACTS had to contact the staff in Dr. Vargas' office and they STILL do not have my records straight. They gave 1-800-CONTACTS the wrong brand for my right and the wrong power for my left. 

It has been an extreme pain working with her staff. If you go to Provista Eye Clinic, I recommend you talking to Dr. Vargas to make sure all your records are correct."
737,"I freakin' hate hospitals and avoid them until avoiding them is no longer an option, but after the meds from my urgent care visit earlier in the week proved ineffective and the pain grew ever more unbearable, avoidance was no longer an option.

I'd never been to OSUMC before, just knew it was the closest hospital to my house. I had a few experiences early into this visit that really turned me off from it...  initially:

Turnoff number one was the construction going on around OSUMC - lanes closed, confusing parking, signs and traffic patterns. We pulled into what we guessed to be the ER area (we were luckily correct) and a not-super-friendly security guard showed him where to park and pointed me to the ER doors.

Turnoff number two: Walking through the ER doors and then being forced to walk through a metal detector and have my purse searched. I would like to think of a hospital as a safe, healing place. Not an airport security zone. Very uncomfortable.

Turnoff number three: After checking in at the pre-registration past the security guard (who somehow switched my first and last name?) I had to check in with not one, but two other people. Three checkins. Explaining what's wrong with me to three people, who are NOT the actual medical personnel who can help me who I will have to explain this all again to later.

HOWEVER, despite all of that... it was a very positive experience. First of all, from the time I walked through the metal detector and went through all my disparate checkins to the time I got into an exam room was under 15 minutes, and just another 5 before a doctor came to see me. I've been to emergency rooms in 4 different hospitals, and have NEVER had such a short wait time. I also didn't have to fill out a crapton of paperwork - any, actually. They asked me the few questions they needed during the checkins. I did nothing more than sign my name.

The doctors and the nurses who worked with me were very helpful, friendly and instructive. And they got me in and out of there FAST -  I spent about 30 minutes in the exam room.

The only other ER I've been to in Columbus is Grant. By comparison, OSUMC is roughly 525 times better."
